customer_sk,kmeans_cluster,segment_label
5373,0,😴 Lost Customers
60004,0,😴 Lost Customers
46145,1,😴 Lost Customers
4325,0,😴 Lost Customers
17712,0,😴 Lost Customers
28941,0,😴 Lost Customers
38282,0,😴 Lost Customers
34390,1,😴 Lost Customers
93026,0,😴 Lost Customers
54457,1,😴 Lost Customers
49875,0,😴 Lost Customers
21885,0,😴 Lost Customers
74623,0,😴 Lost Customers
63050,0,😴 Lost Customers
67262,0,😴 Lost Customers
56743,0,😴 Lost Customers
88786,0,😴 Lost Customers
35575,0,😴 Lost Customers
31502,0,😴 Lost Customers
36733,0,😴 Lost Customers
26301,0,😴 Lost Customers
38379,0,😴 Lost Customers
56525,0,😴 Lost Customers
60474,0,😴 Lost Customers
46074,0,😴 Lost Customers
61667,0,😴 Lost Customers
46570,0,😴 Lost Customers
46261,0,😴 Lost Customers
6602,0,😴 Lost Customers
15255,0,😴 Lost Customers
18763,0,😴 Lost Customers
5441,0,😴 Lost Customers
3788,0,😴 Lost Customers
6402,0,😴 Lost Customers
16800,0,😴 Lost Customers
69884,0,😴 Lost Customers
80759,1,😴 Lost Customers
92457,0,😴 Lost Customers
96110,0,😴 Lost Customers
87689,1,😴 Lost Customers
74727,0,😴 Lost Customers
95375,0,😴 Lost Customers
60149,0,😴 Lost Customers
74950,0,😴 Lost Customers
95706,0,😴 Lost Customers
98271,0,😴 Lost Customers
90125,1,😴 Lost Customers
11273,0,😴 Lost Customers
658,0,😴 Lost Customers
890,0,😴 Lost Customers
40369,0,😴 Lost Customers
77776,1,😴 Lost Customers
60122,1,😴 Lost Customers
47898,0,😴 Lost Customers
31700,0,😴 Lost Customers
23391,0,😴 Lost Customers
57016,0,😴 Lost Customers
46881,0,😴 Lost Customers
13901,0,😴 Lost Customers
6172,0,😴 Lost Customers
13927,0,😴 Lost Customers
3773,0,😴 Lost Customers
67358,0,😴 Lost Customers
84282,0,😴 Lost Customers
23265,0,😴 Lost Customers
2164,1,😴 Lost Customers
91238,0,😴 Lost Customers
90383,0,😴 Lost Customers
92060,0,😴 Lost Customers
93755,0,😴 Lost Customers
4382,0,😴 Lost Customers
15494,1,😴 Lost Customers
15472,0,😴 Lost Customers
93802,0,😴 Lost Customers
50489,0,😴 Lost Customers
66030,0,😴 Lost Customers
75994,0,😴 Lost Customers
23383,0,😴 Lost Customers
25414,0,😴 Lost Customers
44528,1,😴 Lost Customers
44088,1,😴 Lost Customers
27164,0,😴 Lost Customers
22185,0,😴 Lost Customers
7233,1,😴 Lost Customers
17036,0,😴 Lost Customers
1862,0,😴 Lost Customers
87531,0,😴 Lost Customers
76860,0,😴 Lost Customers
64083,0,😴 Lost Customers
57006,1,😴 Lost Customers
43109,0,😴 Lost Customers
16114,0,😴 Lost Customers
2453,0,😴 Lost Customers
87449,0,😴 Lost Customers
88033,0,😴 Lost Customers
89616,0,😴 Lost Customers
71522,0,😴 Lost Customers
65657,0,😴 Lost Customers
72532,0,😴 Lost Customers
56166,1,😴 Lost Customers
15080,0,😴 Lost Customers
8551,0,😴 Lost Customers
72329,0,😴 Lost Customers
52740,1,😴 Lost Customers
20571,0,😴 Lost Customers
34990,0,😴 Lost Customers
26020,0,😴 Lost Customers
95586,0,😴 Lost Customers
52408,0,😴 Lost Customers
46078,0,😴 Lost Customers
82987,0,😴 Lost Customers
71665,0,😴 Lost Customers
75613,0,😴 Lost Customers
80586,0,😴 Lost Customers
1581,0,😴 Lost Customers
37008,0,😴 Lost Customers
65173,0,😴 Lost Customers
58923,0,😴 Lost Customers
64786,0,😴 Lost Customers
71757,0,😴 Lost Customers
68562,0,😴 Lost Customers
84883,0,😴 Lost Customers
88756,0,😴 Lost Customers
3643,0,😴 Lost Customers
89885,0,😴 Lost Customers
86878,0,😴 Lost Customers
18650,0,😴 Lost Customers
30622,0,😴 Lost Customers
70254,0,😴 Lost Customers
84031,1,😴 Lost Customers
88757,0,😴 Lost Customers
94539,0,😴 Lost Customers
69365,0,😴 Lost Customers
17406,0,😴 Lost Customers
18892,0,😴 Lost Customers
80667,0,😴 Lost Customers
85581,0,😴 Lost Customers
28942,0,😴 Lost Customers
28135,0,😴 Lost Customers
41517,1,😴 Lost Customers
20462,0,😴 Lost Customers
62427,0,😴 Lost Customers
95117,1,😴 Lost Customers
8894,1,😴 Lost Customers
62251,0,😴 Lost Customers
50751,1,😴 Lost Customers
83877,0,😴 Lost Customers
1106,0,😴 Lost Customers
1973,0,😴 Lost Customers
12522,1,😴 Lost Customers
31650,0,😴 Lost Customers
30856,1,😴 Lost Customers
5442,0,😴 Lost Customers
97079,0,😴 Lost Customers
52726,0,😴 Lost Customers
53290,0,😴 Lost Customers
33162,0,😴 Lost Customers
21837,0,😴 Lost Customers
53604,0,😴 Lost Customers
76762,1,😴 Lost Customers
14198,0,😴 Lost Customers
10917,0,😴 Lost Customers
20218,1,😴 Lost Customers
2490,0,😴 Lost Customers
20093,0,😴 Lost Customers
6526,0,😴 Lost Customers
63474,1,😴 Lost Customers
24548,1,😴 Lost Customers
58964,1,😴 Lost Customers
90449,0,😴 Lost Customers
69476,0,😴 Lost Customers
62773,1,😴 Lost Customers
67638,0,😴 Lost Customers
68654,0,😴 Lost Customers
81541,0,😴 Lost Customers
2021,0,😴 Lost Customers
52762,0,😴 Lost Customers
78554,0,😴 Lost Customers
96358,0,😴 Lost Customers
38299,0,😴 Lost Customers
31789,0,😴 Lost Customers
79282,0,😴 Lost Customers
22877,1,😴 Lost Customers
47954,1,😴 Lost Customers
74655,0,😴 Lost Customers
64216,0,😴 Lost Customers
24035,1,😴 Lost Customers
28548,1,😴 Lost Customers
54306,0,😴 Lost Customers
48717,0,😴 Lost Customers
85992,0,😴 Lost Customers
35906,0,😴 Lost Customers
1517,1,😴 Lost Customers
7345,0,😴 Lost Customers
84500,0,😴 Lost Customers
75774,0,😴 Lost Customers
60647,1,😴 Lost Customers
75465,1,😴 Lost Customers
78625,0,😴 Lost Customers
13970,0,😴 Lost Customers
27690,0,😴 Lost Customers
23665,0,😴 Lost Customers
32405,0,😴 Lost Customers
31381,0,😴 Lost Customers
90945,0,😴 Lost Customers
18070,0,😴 Lost Customers
85569,0,😴 Lost Customers
97313,0,😴 Lost Customers
93037,0,😴 Lost Customers
30196,0,😴 Lost Customers
74353,0,😴 Lost Customers
81509,0,😴 Lost Customers
81130,0,😴 Lost Customers
23810,0,😴 Lost Customers
36056,1,😴 Lost Customers
28896,1,😴 Lost Customers
59126,0,😴 Lost Customers
33648,0,😴 Lost Customers
22928,0,😴 Lost Customers
63886,0,😴 Lost Customers
8115,0,😴 Lost Customers
33385,0,😴 Lost Customers
89129,0,😴 Lost Customers
47653,0,😴 Lost Customers
50241,0,😴 Lost Customers
29487,0,😴 Lost Customers
65665,0,😴 Lost Customers
79686,0,😴 Lost Customers
70723,0,😴 Lost Customers
66980,1,😴 Lost Customers
35335,0,😴 Lost Customers
56625,0,😴 Lost Customers
94512,0,😴 Lost Customers
96924,1,😴 Lost Customers
60732,1,😴 Lost Customers
43897,1,😴 Lost Customers
34433,1,😴 Lost Customers
28099,0,😴 Lost Customers
35319,0,😴 Lost Customers
33158,0,😴 Lost Customers
31914,0,😴 Lost Customers
27028,1,😴 Lost Customers
14654,0,😴 Lost Customers
10303,0,😴 Lost Customers
70603,0,😴 Lost Customers
70666,1,😴 Lost Customers
62862,0,😴 Lost Customers
3931,0,😴 Lost Customers
24504,1,😴 Lost Customers
63312,0,😴 Lost Customers
66065,0,😴 Lost Customers
71802,0,😴 Lost Customers
31465,0,😴 Lost Customers
23756,0,😴 Lost Customers
1457,0,😴 Lost Customers
20445,0,😴 Lost Customers
29548,0,😴 Lost Customers
78736,1,😴 Lost Customers
7736,0,😴 Lost Customers
70742,0,😴 Lost Customers
68753,0,😴 Lost Customers
20697,1,😴 Lost Customers
689,0,😴 Lost Customers
47914,0,😴 Lost Customers
44107,0,😴 Lost Customers
59777,1,😴 Lost Customers
58289,0,😴 Lost Customers
58279,0,😴 Lost Customers
9484,0,😴 Lost Customers
11227,1,😴 Lost Customers
8614,0,😴 Lost Customers
96035,0,😴 Lost Customers
91720,0,😴 Lost Customers
91778,1,😴 Lost Customers
87213,0,😴 Lost Customers
70968,0,😴 Lost Customers
67580,0,😴 Lost Customers
63487,0,😴 Lost Customers
80933,0,😴 Lost Customers
65986,0,😴 Lost Customers
32080,0,😴 Lost Customers
34661,0,😴 Lost Customers
39764,0,😴 Lost Customers
28852,0,😴 Lost Customers
39664,1,😴 Lost Customers
36887,0,😴 Lost Customers
28798,0,😴 Lost Customers
39105,0,😴 Lost Customers
29393,0,😴 Lost Customers
38939,0,😴 Lost Customers
99132,0,😴 Lost Customers
91054,0,😴 Lost Customers
58972,0,😴 Lost Customers
49757,0,😴 Lost Customers
76281,0,😴 Lost Customers
82995,1,😴 Lost Customers
96833,0,😴 Lost Customers
88067,0,😴 Lost Customers
95731,0,😴 Lost Customers
91579,0,😴 Lost Customers
23862,0,😴 Lost Customers
29356,0,😴 Lost Customers
38644,0,😴 Lost Customers
28045,0,😴 Lost Customers
26711,0,😴 Lost Customers
33225,0,😴 Lost Customers
92270,0,😴 Lost Customers
92482,0,😴 Lost Customers
94481,0,😴 Lost Customers
71670,0,😴 Lost Customers
65548,0,😴 Lost Customers
78828,0,😴 Lost Customers
82954,0,😴 Lost Customers
2951,0,😴 Lost Customers
6692,0,😴 Lost Customers
5313,0,😴 Lost Customers
20387,0,😴 Lost Customers
55918,0,😴 Lost Customers
50823,0,😴 Lost Customers
53458,0,😴 Lost Customers
44379,0,😴 Lost Customers
50164,1,😴 Lost Customers
81383,0,😴 Lost Customers
65951,0,😴 Lost Customers
67596,0,😴 Lost Customers
27951,1,😴 Lost Customers
38843,0,😴 Lost Customers
31471,0,😴 Lost Customers
93867,0,😴 Lost Customers
85522,0,😴 Lost Customers
83745,0,😴 Lost Customers
93094,0,😴 Lost Customers
4548,0,😴 Lost Customers
8480,1,😴 Lost Customers
18250,0,😴 Lost Customers
348,0,😴 Lost Customers
8211,1,😴 Lost Customers
1235,1,😴 Lost Customers
40357,1,😴 Lost Customers
90734,0,😴 Lost Customers
9023,1,😴 Lost Customers
70859,1,😴 Lost Customers
78499,0,😴 Lost Customers
30254,0,😴 Lost Customers
36780,0,😴 Lost Customers
3796,0,😴 Lost Customers
11896,0,😴 Lost Customers
46277,1,😴 Lost Customers
54388,0,😴 Lost Customers
71026,1,😴 Lost Customers
65589,0,😴 Lost Customers
9121,0,😴 Lost Customers
1328,1,😴 Lost Customers
7640,0,😴 Lost Customers
14528,0,😴 Lost Customers
37738,0,😴 Lost Customers
90378,0,😴 Lost Customers
13955,0,😴 Lost Customers
3580,0,😴 Lost Customers
21653,1,😴 Lost Customers
54475,1,😴 Lost Customers
16519,0,😴 Lost Customers
2454,0,😴 Lost Customers
62026,0,😴 Lost Customers
43766,0,😴 Lost Customers
55889,0,😴 Lost Customers
55933,1,😴 Lost Customers
45009,0,😴 Lost Customers
94618,0,😴 Lost Customers
22057,0,😴 Lost Customers
21973,0,😴 Lost Customers
58098,0,😴 Lost Customers
58277,0,😴 Lost Customers
11332,0,😴 Lost Customers
3521,0,😴 Lost Customers
51371,1,😴 Lost Customers
62263,0,😴 Lost Customers
43514,0,😴 Lost Customers
10598,0,😴 Lost Customers
82678,1,😴 Lost Customers
68274,0,😴 Lost Customers
31816,0,😴 Lost Customers
88431,1,😴 Lost Customers
91744,1,😴 Lost Customers
95850,0,😴 Lost Customers
79531,0,😴 Lost Customers
3897,0,😴 Lost Customers
15,0,😴 Lost Customers
32308,0,😴 Lost Customers
38699,1,😴 Lost Customers
28595,0,😴 Lost Customers
40861,0,😴 Lost Customers
67667,0,😴 Lost Customers
64059,0,😴 Lost Customers
59098,0,😴 Lost Customers
61313,0,😴 Lost Customers
7826,0,😴 Lost Customers
11073,0,😴 Lost Customers
18141,0,😴 Lost Customers
30026,0,😴 Lost Customers
8833,0,😴 Lost Customers
2431,0,😴 Lost Customers
15018,0,😴 Lost Customers
29676,0,😴 Lost Customers
40759,1,😴 Lost Customers
24715,0,😴 Lost Customers
32182,0,😴 Lost Customers
31347,0,😴 Lost Customers
32135,0,😴 Lost Customers
78290,0,😴 Lost Customers
81304,0,😴 Lost Customers
82279,0,😴 Lost Customers
95943,1,😴 Lost Customers
96946,0,😴 Lost Customers
98925,1,😴 Lost Customers
88110,0,😴 Lost Customers
48989,0,😴 Lost Customers
42116,0,😴 Lost Customers
51158,1,😴 Lost Customers
56660,1,😴 Lost Customers
58631,0,😴 Lost Customers
62505,0,😴 Lost Customers
58333,0,😴 Lost Customers
16920,0,😴 Lost Customers
23106,0,😴 Lost Customers
40397,0,😴 Lost Customers
11292,0,😴 Lost Customers
70883,0,😴 Lost Customers
79356,0,😴 Lost Customers
71431,0,😴 Lost Customers
47148,0,😴 Lost Customers
69418,0,😴 Lost Customers
77223,1,😴 Lost Customers
54968,1,😴 Lost Customers
4275,0,😴 Lost Customers
51710,1,😴 Lost Customers
33067,0,😴 Lost Customers
79678,0,😴 Lost Customers
30091,1,😴 Lost Customers
54654,0,😴 Lost Customers
91526,1,😴 Lost Customers
93972,1,😴 Lost Customers
33562,0,😴 Lost Customers
46943,0,😴 Lost Customers
42942,0,😴 Lost Customers
51467,0,😴 Lost Customers
61745,0,😴 Lost Customers
83064,0,😴 Lost Customers
9045,0,😴 Lost Customers
17736,0,😴 Lost Customers
69606,0,😴 Lost Customers
73368,0,😴 Lost Customers
54989,0,😴 Lost Customers
60083,0,😴 Lost Customers
52375,0,😴 Lost Customers
57804,0,😴 Lost Customers
56832,0,😴 Lost Customers
50430,0,😴 Lost Customers
48298,0,😴 Lost Customers
81596,0,😴 Lost Customers
78635,0,😴 Lost Customers
74322,0,😴 Lost Customers
75062,1,😴 Lost Customers
73217,0,😴 Lost Customers
11203,0,😴 Lost Customers
13692,0,😴 Lost Customers
12570,1,😴 Lost Customers
19831,0,😴 Lost Customers
7675,0,😴 Lost Customers
83654,0,😴 Lost Customers
86999,1,😴 Lost Customers
95788,0,😴 Lost Customers
95594,1,😴 Lost Customers
94649,1,😴 Lost Customers
23732,0,😴 Lost Customers
33632,0,😴 Lost Customers
27860,0,😴 Lost Customers
31642,0,😴 Lost Customers
50243,0,😴 Lost Customers
69813,0,😴 Lost Customers
93997,0,😴 Lost Customers
57252,0,😴 Lost Customers
19603,0,😴 Lost Customers
8850,0,😴 Lost Customers
25564,0,😴 Lost Customers
91229,0,😴 Lost Customers
78524,0,😴 Lost Customers
62822,0,😴 Lost Customers
70808,0,😴 Lost Customers
40640,0,😴 Lost Customers
28779,1,😴 Lost Customers
41681,0,😴 Lost Customers
28390,0,😴 Lost Customers
14975,0,😴 Lost Customers
56541,0,😴 Lost Customers
97326,0,😴 Lost Customers
88788,1,😴 Lost Customers
8267,0,😴 Lost Customers
76933,0,😴 Lost Customers
61460,0,😴 Lost Customers
58944,1,😴 Lost Customers
39752,0,😴 Lost Customers
64587,1,😴 Lost Customers
4156,0,😴 Lost Customers
2975,1,😴 Lost Customers
22586,0,😴 Lost Customers
22050,0,😴 Lost Customers
31405,0,😴 Lost Customers
68446,0,😴 Lost Customers
79655,0,😴 Lost Customers
38308,0,😴 Lost Customers
39065,0,😴 Lost Customers
21872,0,😴 Lost Customers
52422,0,😴 Lost Customers
67355,1,😴 Lost Customers
62531,0,😴 Lost Customers
94749,0,😴 Lost Customers
31470,0,😴 Lost Customers
22371,0,😴 Lost Customers
95708,0,😴 Lost Customers
77629,0,😴 Lost Customers
88679,0,😴 Lost Customers
48138,0,😴 Lost Customers
53631,0,😴 Lost Customers
64911,0,😴 Lost Customers
21423,0,😴 Lost Customers
60353,0,😴 Lost Customers
31187,1,😴 Lost Customers
92263,1,😴 Lost Customers
12320,0,😴 Lost Customers
8133,0,😴 Lost Customers
9822,0,😴 Lost Customers
22175,0,😴 Lost Customers
37155,0,😴 Lost Customers
37883,1,😴 Lost Customers
85711,0,😴 Lost Customers
89938,0,😴 Lost Customers
18976,0,😴 Lost Customers
19278,1,😴 Lost Customers
44747,0,😴 Lost Customers
72281,0,😴 Lost Customers
33151,0,😴 Lost Customers
67346,0,😴 Lost Customers
73854,0,😴 Lost Customers
64692,0,😴 Lost Customers
65752,0,😴 Lost Customers
56395,0,😴 Lost Customers
58321,0,😴 Lost Customers
62274,0,😴 Lost Customers
88771,0,😴 Lost Customers
5291,0,😴 Lost Customers
14592,0,😴 Lost Customers
18226,0,😴 Lost Customers
21033,1,😴 Lost Customers
73338,0,😴 Lost Customers
76704,1,😴 Lost Customers
48080,0,😴 Lost Customers
32924,0,😴 Lost Customers
21752,0,😴 Lost Customers
22234,0,😴 Lost Customers
78949,0,😴 Lost Customers
74451,0,😴 Lost Customers
81207,0,😴 Lost Customers
91353,0,😴 Lost Customers
1854,0,😴 Lost Customers
4081,1,😴 Lost Customers
19797,0,😴 Lost Customers
56636,0,😴 Lost Customers
53763,1,😴 Lost Customers
60268,0,😴 Lost Customers
49427,0,😴 Lost Customers
55437,0,😴 Lost Customers
50934,0,😴 Lost Customers
83303,0,😴 Lost Customers
90964,0,😴 Lost Customers
79818,0,😴 Lost Customers
10913,0,😴 Lost Customers
75059,0,😴 Lost Customers
74088,0,😴 Lost Customers
30704,0,😴 Lost Customers
63925,1,😴 Lost Customers
75927,0,😴 Lost Customers
45102,1,😴 Lost Customers
45033,0,😴 Lost Customers
60475,0,😴 Lost Customers
56296,0,😴 Lost Customers
22213,1,😴 Lost Customers
31260,0,😴 Lost Customers
72618,0,😴 Lost Customers
7516,1,😴 Lost Customers
6064,0,😴 Lost Customers
95304,0,😴 Lost Customers
80565,0,😴 Lost Customers
78885,0,😴 Lost Customers
84076,1,😴 Lost Customers
26048,0,😴 Lost Customers
83559,0,😴 Lost Customers
96853,1,😴 Lost Customers
12384,0,😴 Lost Customers
20143,0,😴 Lost Customers
4438,0,😴 Lost Customers
16809,0,😴 Lost Customers
57946,0,😴 Lost Customers
42754,0,😴 Lost Customers
74039,0,😴 Lost Customers
63990,0,😴 Lost Customers
6022,0,😴 Lost Customers
1885,0,😴 Lost Customers
87854,1,😴 Lost Customers
6999,1,😴 Lost Customers
33767,0,😴 Lost Customers
81619,1,😴 Lost Customers
76925,0,😴 Lost Customers
45820,0,😴 Lost Customers
48137,0,😴 Lost Customers
53660,0,😴 Lost Customers
68817,0,😴 Lost Customers
77412,0,😴 Lost Customers
74846,1,😴 Lost Customers
87707,1,😴 Lost Customers
51180,0,😴 Lost Customers
49177,1,😴 Lost Customers
55923,0,😴 Lost Customers
59216,1,😴 Lost Customers
82236,0,😴 Lost Customers
81547,1,😴 Lost Customers
71028,0,😴 Lost Customers
79427,0,😴 Lost Customers
37407,1,😴 Lost Customers
41217,0,😴 Lost Customers
31536,0,😴 Lost Customers
6147,0,😴 Lost Customers
18950,0,😴 Lost Customers
20586,1,😴 Lost Customers
7495,0,😴 Lost Customers
2416,0,😴 Lost Customers
10315,1,😴 Lost Customers
21009,1,😴 Lost Customers
76654,0,😴 Lost Customers
63062,0,😴 Lost Customers
89306,0,😴 Lost Customers
63400,0,😴 Lost Customers
9781,0,😴 Lost Customers
80094,0,😴 Lost Customers
39884,0,😴 Lost Customers
26520,0,😴 Lost Customers
72468,0,😴 Lost Customers
67483,0,😴 Lost Customers
95717,0,😴 Lost Customers
92799,0,😴 Lost Customers
33247,0,😴 Lost Customers
38876,0,😴 Lost Customers
54356,0,😴 Lost Customers
71698,0,😴 Lost Customers
70378,0,😴 Lost Customers
62783,0,😴 Lost Customers
78643,0,😴 Lost Customers
74235,0,😴 Lost Customers
23516,0,😴 Lost Customers
26740,0,😴 Lost Customers
91524,0,😴 Lost Customers
99275,1,😴 Lost Customers
94665,1,😴 Lost Customers
30126,0,😴 Lost Customers
70206,0,😴 Lost Customers
78753,0,😴 Lost Customers
70404,0,😴 Lost Customers
65405,0,😴 Lost Customers
20595,1,😴 Lost Customers
12432,0,😴 Lost Customers
12496,0,😴 Lost Customers
64146,0,😴 Lost Customers
13498,1,😴 Lost Customers
24706,1,😴 Lost Customers
2179,0,😴 Lost Customers
37127,0,😴 Lost Customers
90140,0,😴 Lost Customers
91111,0,😴 Lost Customers
53448,0,😴 Lost Customers
55698,0,😴 Lost Customers
42835,0,😴 Lost Customers
31795,1,😴 Lost Customers
79435,0,😴 Lost Customers
72970,0,😴 Lost Customers
30615,0,😴 Lost Customers
21178,0,😴 Lost Customers
84169,0,😴 Lost Customers
68574,0,😴 Lost Customers
45190,1,😴 Lost Customers
61147,0,😴 Lost Customers
32554,0,😴 Lost Customers
42728,0,😴 Lost Customers
51602,0,😴 Lost Customers
80740,1,😴 Lost Customers
26920,0,😴 Lost Customers
23159,0,😴 Lost Customers
68766,0,😴 Lost Customers
72714,0,😴 Lost Customers
8593,0,😴 Lost Customers
83588,1,😴 Lost Customers
92733,0,😴 Lost Customers
51402,0,😴 Lost Customers
8812,0,😴 Lost Customers
65384,0,😴 Lost Customers
49363,0,😴 Lost Customers
69980,0,😴 Lost Customers
65062,1,😴 Lost Customers
68781,1,😴 Lost Customers
71362,1,😴 Lost Customers
77256,1,😴 Lost Customers
47149,1,😴 Lost Customers
97509,0,😴 Lost Customers
88104,0,😴 Lost Customers
20830,0,😴 Lost Customers
17184,0,😴 Lost Customers
59647,0,😴 Lost Customers
70834,0,😴 Lost Customers
83890,0,😴 Lost Customers
47130,0,😴 Lost Customers
29856,0,😴 Lost Customers
66684,1,😴 Lost Customers
64056,1,😴 Lost Customers
57115,0,😴 Lost Customers
55061,0,😴 Lost Customers
59969,0,😴 Lost Customers
92491,1,😴 Lost Customers
27953,0,😴 Lost Customers
41712,0,😴 Lost Customers
14230,0,😴 Lost Customers
3813,0,😴 Lost Customers
48782,0,😴 Lost Customers
44854,0,😴 Lost Customers
7070,0,😴 Lost Customers
14098,1,😴 Lost Customers
95084,0,😴 Lost Customers
97108,0,😴 Lost Customers
59477,0,😴 Lost Customers
28319,0,😴 Lost Customers
68013,0,😴 Lost Customers
32604,0,😴 Lost Customers
85341,0,😴 Lost Customers
32781,0,😴 Lost Customers
40489,0,😴 Lost Customers
69408,0,😴 Lost Customers
47558,0,😴 Lost Customers
88080,0,😴 Lost Customers
30538,0,😴 Lost Customers
90146,1,😴 Lost Customers
35682,0,😴 Lost Customers
5532,0,😴 Lost Customers
11807,0,😴 Lost Customers
16926,0,😴 Lost Customers
17722,1,😴 Lost Customers
77095,0,😴 Lost Customers
78021,0,😴 Lost Customers
40098,0,😴 Lost Customers
31114,0,😴 Lost Customers
23284,0,😴 Lost Customers
30755,0,😴 Lost Customers
11579,0,😴 Lost Customers
84796,0,😴 Lost Customers
50946,0,😴 Lost Customers
57321,1,😴 Lost Customers
68760,1,😴 Lost Customers
70904,0,😴 Lost Customers
86703,0,😴 Lost Customers
34456,0,😴 Lost Customers
26826,0,😴 Lost Customers
10159,0,😴 Lost Customers
21113,1,😴 Lost Customers
9628,1,😴 Lost Customers
22319,0,😴 Lost Customers
22208,0,😴 Lost Customers
2534,1,😴 Lost Customers
18406,0,😴 Lost Customers
27921,0,😴 Lost Customers
21314,0,😴 Lost Customers
24357,0,😴 Lost Customers
43404,0,😴 Lost Customers
47475,1,😴 Lost Customers
48809,0,😴 Lost Customers
55145,0,😴 Lost Customers
80436,0,😴 Lost Customers
73610,0,😴 Lost Customers
38479,0,😴 Lost Customers
28652,0,😴 Lost Customers
6787,0,😴 Lost Customers
39581,0,😴 Lost Customers
56585,0,😴 Lost Customers
52587,0,😴 Lost Customers
48979,0,😴 Lost Customers
57235,0,😴 Lost Customers
63143,0,😴 Lost Customers
79878,1,😴 Lost Customers
69582,0,😴 Lost Customers
91118,0,😴 Lost Customers
48300,0,😴 Lost Customers
49408,0,😴 Lost Customers
70096,0,😴 Lost Customers
76249,0,😴 Lost Customers
30191,0,😴 Lost Customers
88615,0,😴 Lost Customers
26248,1,😴 Lost Customers
10864,0,😴 Lost Customers
9667,0,😴 Lost Customers
4302,1,😴 Lost Customers
3801,0,😴 Lost Customers
42758,0,😴 Lost Customers
42221,0,😴 Lost Customers
19349,0,😴 Lost Customers
17444,0,😴 Lost Customers
81656,1,😴 Lost Customers
66150,0,😴 Lost Customers
80032,0,😴 Lost Customers
12707,0,😴 Lost Customers
8896,0,😴 Lost Customers
45895,0,😴 Lost Customers
21710,0,😴 Lost Customers
35242,1,😴 Lost Customers
33630,0,😴 Lost Customers
97146,0,😴 Lost Customers
94693,0,😴 Lost Customers
48793,0,😴 Lost Customers
34670,0,😴 Lost Customers
38888,0,😴 Lost Customers
79242,0,😴 Lost Customers
77216,0,😴 Lost Customers
67348,0,😴 Lost Customers
28829,0,😴 Lost Customers
88961,0,😴 Lost Customers
87016,1,😴 Lost Customers
94572,0,😴 Lost Customers
17314,1,😴 Lost Customers
18532,0,😴 Lost Customers
59329,0,😴 Lost Customers
16759,0,😴 Lost Customers
12181,0,😴 Lost Customers
5154,0,😴 Lost Customers
10372,0,😴 Lost Customers
79932,1,😴 Lost Customers
64392,0,😴 Lost Customers
72891,1,😴 Lost Customers
32912,0,😴 Lost Customers
77985,0,😴 Lost Customers
86261,1,😴 Lost Customers
99364,0,😴 Lost Customers
21253,1,😴 Lost Customers
48839,0,😴 Lost Customers
51382,0,😴 Lost Customers
6933,1,😴 Lost Customers
2886,1,😴 Lost Customers
18213,0,😴 Lost Customers
84217,0,😴 Lost Customers
41908,0,😴 Lost Customers
53898,0,😴 Lost Customers
59917,0,😴 Lost Customers
58316,0,😴 Lost Customers
50483,1,😴 Lost Customers
48744,1,😴 Lost Customers
13812,0,😴 Lost Customers
19571,0,😴 Lost Customers
15841,0,😴 Lost Customers
28689,0,😴 Lost Customers
41591,0,😴 Lost Customers
63374,0,😴 Lost Customers
78049,0,😴 Lost Customers
78800,0,😴 Lost Customers
70468,0,😴 Lost Customers
72552,1,😴 Lost Customers
69556,0,😴 Lost Customers
62905,0,😴 Lost Customers
72135,0,😴 Lost Customers
84805,1,😴 Lost Customers
98960,0,😴 Lost Customers
97661,0,😴 Lost Customers
93195,0,😴 Lost Customers
87894,1,😴 Lost Customers
98033,0,😴 Lost Customers
92113,0,😴 Lost Customers
97930,0,😴 Lost Customers
54814,0,😴 Lost Customers
98386,0,😴 Lost Customers
33902,1,😴 Lost Customers
75183,0,😴 Lost Customers
33847,0,😴 Lost Customers
44459,0,😴 Lost Customers
13611,1,😴 Lost Customers
77345,1,😴 Lost Customers
90078,0,😴 Lost Customers
57295,0,😴 Lost Customers
31078,0,😴 Lost Customers
29114,0,😴 Lost Customers
33465,0,😴 Lost Customers
38879,0,😴 Lost Customers
47099,1,😴 Lost Customers
64063,1,😴 Lost Customers
86984,0,😴 Lost Customers
89176,1,😴 Lost Customers
6627,1,😴 Lost Customers
35394,1,😴 Lost Customers
14285,0,😴 Lost Customers
12065,1,😴 Lost Customers
12054,0,😴 Lost Customers
57631,0,😴 Lost Customers
94014,0,😴 Lost Customers
85286,0,😴 Lost Customers
78809,0,😴 Lost Customers
59858,0,😴 Lost Customers
42913,0,😴 Lost Customers
50838,0,😴 Lost Customers
86454,0,😴 Lost Customers
17464,0,😴 Lost Customers
41176,0,😴 Lost Customers
32872,1,😴 Lost Customers
8914,0,😴 Lost Customers
14238,0,😴 Lost Customers
49876,0,😴 Lost Customers
43059,0,😴 Lost Customers
57780,1,😴 Lost Customers
74879,0,😴 Lost Customers
68082,0,😴 Lost Customers
70650,0,😴 Lost Customers
78410,0,😴 Lost Customers
27169,0,😴 Lost Customers
96596,0,😴 Lost Customers
34391,0,😴 Lost Customers
80585,0,😴 Lost Customers
56141,0,😴 Lost Customers
62285,0,😴 Lost Customers
41269,0,😴 Lost Customers
9331,0,😴 Lost Customers
95966,0,😴 Lost Customers
